更新时间,#genre#
20260626 03:24,url


RespoTime,whitelist,#genre#
341.06ms,五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-9.m3u8
341.07ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-23.m3u8
341.08ms,武汉二台电视剧,https://stream1.freetv.fun/wu-yi-2dian-shi-ju-1.m3u8
341.10ms,La Tenda Tv,https://2-fss-1.streamhoster.com/pl_148/206202-2980948-1/playlist.m3u8
341.12ms,哈哈炫动,https://stream1.freetv.fun/ipv6-ha-ha-xuan-dong-1.m3u8
341.19ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-8.m3u8
341.20ms,福建新闻,https://stream1.freetv.fun/fu-jian-xin-wen-2.m3u8
341.21ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-36.ctv
341.23ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-16.m3u8
341.26ms,五星体育,https://stream1.freetv.fun/wu-xing-ti-yu-5.m3u8
341.29ms,上海纪实,https://stream1.freetv.fun/shang-hai-ji-shi-ren-wen-1.m3u8
341.29ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-21.ctv
341.32ms,广东珠江,https://stream1.freetv.fun/ipv6-yan-dong-zhu-jiang-8.m3u8
341.56ms,广州竞赛,https://stream1.freetv.fun/yan-zhou-jing-sai-38.ctv
341.63ms,河北都市,https://stream1.freetv.fun/he-bei-du-shi-13.ctv
341.64ms,Alkarma TV Praise (720p) [Not 24/7],https://58cc65c534c67.streamlock.net/alkarmatv.com/alkarmapa.smil/playlist.m3u8
341.75ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-13.m3u8
341.77ms,陕西新闻咨询,http://112.46.105.20:8009/hls/18/index.m3u8
341.80ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-20.m3u8
341.82ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-28.ctv
341.84ms,凤凰资讯台,https://stream1.freetv.fun/feng-huang-zi-xun-2.m3u8
341.84ms,连诗雅-好好过,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000chjmaarc77u1lp7ig8c0&ratio=720p&line=0
341.85ms,中华特产,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/zhtc/51/20251103/index.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=600697&netType=0&sid=5910022295&pid=2028597139&timestamp=20260626000221&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=959986618&ParentNodeID=-99&assertID=5910022295&client_ip=171.8.79.254&SecurityKey=20260626000221&promotionId=&mvid=5900006771&mcid=500020&playurlVersion=WX-A1-9.6.1.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=82ce4e91e2e659fad978d126ebebe5ad&sv=10004&ct=android
341.86ms,延边卫视,https://stream1.freetv.fun/yan-bian-wei-shi-16.m3u8
341.89ms,湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8
341.90ms,Dave and Ava 24/7,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV67.m3u8
341.99ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-11.ctv
342.01ms,浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
342.11ms,3ABN Kids,https://3abn.bozztv.com/3abn2/Kids_live/smil:Kids_live.smil/playlist.m3u8
342.12ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-2.m3u8
342.16ms,湖南娱乐,https://stream1.freetv.fun/hu-nan-yu-le-3.m3u8
342.24ms,四川卫视,https://stream1.freetv.fun/si-chuan-wei-shi-gao-qing-2.m3u8
342.24ms,Unstoppable,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ce4av3bc77u7mqoje2kg&ratio=720p&line=0
342.26ms,Artflix Movie Classics (720p),https://amogonetworx-artflix-1-nl.samsung.wurl.tv/playlist.m3u8
342.28ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-26.m3u8
342.32ms,Gillette Public Access Television Channel 189,https://securestream11.champds.com/LIVE/GilletteWYLIVE3/GilletteWYLIVE3.m3u8
342.32ms,CCTV10,http://120.202.94.181:9446/tsfile/live/0010_1.m3u8?key=txiptv
342.42ms,CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8
342.43ms,全粤语女声深情DJ串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ctbb4kvog65q67op5tug&ratio=720p&line=0
342.43ms,兵团卫视,https://stream1.freetv.fun/bing-tuan-wei-shi-45.m3u8
342.56ms,Waypoint TV (1080p),https://waypoint-waypointtv-firetv.amagi.tv/playlist.m3u8
342.57ms,石家庄都市,https://stream1.freetv.fun/shi-jia-zhuang-du-shi-6.ctv
342.66ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-3.m3u8
342.67ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-2.ctv
343.01ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
343.02ms,Dry Bar Comedy (720p),https://drybar-drybarcomedy-1-au.samsung.wurl.tv/playlist.m3u8
343.15ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-12.ctv
343.18ms,女团5,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdqa4ibc77u9qo3e6kcg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
343.18ms,连云港新闻综合,https://stream1.freetv.fun/lian-yun-gang-xin-wen-zong-he-3.ctv
343.20ms,天映经典,https://stream1.freetv.fun/tian-ying-jing-dian-5.m3u8
343.20ms,魅力足球,https://stream1.freetv.fun/mei-li-zu-qiu-1.m3u8
343.23ms,Bounce XL (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-bouncexl-tablo/playlist.m3u8
343.24ms,CCTV3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1229&tk=f6cc1e0a0e1a
343.26ms,青海卫视,http://204.12.221.218:8181/3m1080p/qhws.m3u8
343.27ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-38.ctv
343.33ms,漳州新闻综合,https://stream1.freetv.fun/zhang-zhou-xin-wen-zong-he-1.m3u8
343.36ms,绍兴公共,https://stream1.freetv.fun/shao-xing-gong-gong-2.m3u8
343.45ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-3.ctv
343.57ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-30.ctv
343.58ms,浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
343.61ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-36.m3u8
343.72ms,Whiplash (720p),https://cdn.whiplash.cc/whiplash/index.m3u8
343.74ms,山东音乐广播 FM99.1,http://ls.qingting.fm/live/1665.m3u8
343.83ms,SGTV (Seminole County FL) (1080p),https://live.seminolecountyfl.gov/live-2/live/stream-1/live.m3u8
343.91ms,Pluto TV Cult Films,https://jmp2.uk/plu-5c665db3e6c01b72c4977bc2.m3u8
343.91ms,HOY TV,http://r.jdshipin.com/sFw4S
343.92ms,ANIME x HIDIVE (720p) [Geo-blocked],https://d3f088nnrrvkwf.cloudfront.net/v1/amc_anime_x_hidive_1/samsungheadend_us/latest/main/hls/playlist.m3u8
344.04ms,广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
344.12ms,苏州文化生活,https://stream1.freetv.fun/su-zhou-wen-hua-sheng-huo-2.m3u8
344.14ms,HCTV Public Access Channel,https://reflect-hudsonctv.cablecast.tv/live-26/live/stream-5/live.m3u8
344.15ms,VIUTV,https://cdn.163189.xyz/163189/viu
344.18ms,调解剧场,http://39.165.39.49:85/tsfile/live/1124_1.m3u8?key=txiptv&playlive=0&authid=0
344.31ms,TVB武侠,https://cdn6.163189.xyz/163189/yzwx
344.38ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-47.m3u8
344.43ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-8.ctv
344.47ms,绍兴文化影院,https://stream1.freetv.fun/shao-xing-wen-hua-ying-yuan-1.m3u8
344.48ms,魅力足球,https://stream1.freetv.fun/ipv6-mei-li-zu-qiu-4.m3u8
344.51ms,CCTV15,http://120.211.62.180:8000/hls/15/index.m3u8
344.56ms,四川科教,https://stream1.freetv.fun/si-chuan-ke-jiao-1.m3u8
344.58ms,Crunchyroll (720p),https://jmp2.uk/plu-65652f7fc0fc88000883537a.m3u8
344.63ms,平湖新闻综合,https://stream1.freetv.fun/ping-hu-xin-wen-zong-he-1.m3u8
344.65ms,上虞新商都,https://stream1.freetv.fun/shang-yu-xin-shang-du-4.m3u8
344.70ms,靖洋戏剧4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv045/index.m3u8?proxy=true
344.72ms,新加坡中文,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
344.74ms,福建综合,https://stream1.freetv.fun/fu-jian-zong-he-1.m3u8
344.79ms,东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-6.ctv
345.05ms,CBS News Pittsburgh (720p),https://cbsn-pit.cbsnstream.cbsnews.com/out/v1/6966dabf8150405ab26f854e3cd6a2b8/master.m3u8
345.06ms,女团19,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cj574fjc77u6kmde8830&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
345.17ms,凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-5.ctv
345.28ms,广元综合,https://stream1.freetv.fun/yan-yuan-zong-he-2.ctv
345.28ms,福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-1.m3u8
345.29ms,动漫秀场,https://stream1.freetv.fun/ipv6-dong-man-xiu-chang-1.m3u8
345.33ms,CCTV14,http://120.211.62.180:8000/hls/14/index.m3u8
345.49ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-22.ctv
345.49ms,3ABN Proclaim! Network,https://3abn.bozztv.com/3abn2/Pro_live/smil:Pro_live.smil/playlist.m3u8
345.50ms,宜兴新闻,https://stream1.freetv.fun/yi-xing-xin-wen-1.m3u8
345.51ms,oao-wake,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cssap9fog65j9je20u7g&ratio=720p&line=0
345.58ms,华视新闻,https://stream1.freetv.fun/hua-shi-2.m3u8
345.63ms,CCTV15,http://120.202.94.181:9446/tsfile/live/0015_1.m3u8?key=txiptv
345.66ms,上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-3.ctv
345.66ms,ABC 13 Asheville NC (WLOS) (1080p),https://linear-695.frequency.stream/dist/stirr/695/hls/master/playlist.m3u8
345.68ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-24.m3u8
345.69ms,浙江国际,https://stream1.freetv.fun/zhe-jiang-guo-ji-10.m3u8
345.72ms,香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-11.m3u8
345.72ms,BBC News,http://125.227.210.55:8165/VideoInput/play.ts
345.74ms,TVB明珠,http://r.jdshipin.com/jUx8K
345.79ms,Best of The Drew Barrymore Show,https://jmp2.uk/plu-6310cbee5a8ad300070fdb7c.m3u8
345.83ms,Love Nature 4K CA,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=KYt3K3&tk=SLK5QjnsRiya
345.92ms,广东卫视,http://hlszymgsplive.miguvideo.com:8080/migu/kailu/gdwshd265/54/20200407/index.m3u8?msisdn=2be6b2ec9fcf10d2c2457e2c710e172c&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20260626000209&Channel_ID=0116_2600034600-99000-201600010010028&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=171.8.79.254&SecurityKey=20260626000209&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-9.6.1.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=7b5ae4b8e1bb68b6c8a2cb7dc43fb8cb&sv=10004&ct=android
345.93ms,JSPORTS1,https://stream1.freetv.fun/jsports-1-1.m3u8
345.96ms,绍兴公共,https://stream1.freetv.fun/shao-xing-gong-gong-7.m3u8
345.97ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-10.ctv
345.97ms,珲春新闻综合,https://stream1.freetv.fun/hun-chun-xin-wen-zong-he-3.m3u8
346.00ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-17.m3u8
346.01ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-15.ctv
346.13ms,黑龙江都市,https://stream1.freetv.fun/hei-long-jiang-du-shi-7.m3u8
346.13ms,NBC 4 Albuquerque NM (KOB) (1080p),https://amg01942-amg01942c1-stirr-us-10167.playouts.now.amagi.tv/playlist.m3u8
346.14ms,绍兴公共,https://stream1.freetv.fun/shao-xing-gong-gong-3.m3u8
346.35ms,林俊杰2,https://txmov2.a.kwimgs.com/bs3/video-hls/5231212549905475206_hlsb.m3u8
346.61ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-4.m3u8
346.62ms,3ABN English,https://3abn.bozztv.com/3abn2/3abn_live/smil:3abn_live.smil/playlist.m3u8
346.64ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-3.m3u8
346.69ms,三立新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8
346.79ms,绍兴新闻综合,https://stream1.freetv.fun/shao-xing-xin-wen-zong-he-2.m3u8
346.82ms,CCTV4,http://120.202.94.181:9446/tsfile/live/0004_1.m3u8?key=txiptv
346.83ms,shape of you,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200f060000bsvqd8hl43bkt6rc4sv0&ratio=720p&line=0
346.85ms,德阳新闻综合,https://stream1.freetv.fun/de-yang-xin-wen-zong-he-1.m3u8
346.85ms,陕西银龄,http://112.46.105.20:8009/hls/20/index.m3u8
346.88ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-8.m3u8
346.92ms,林俊杰-不潮不用花钱,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000c7kn32bc77u538kgoopg&ratio=720p&line=0
346.92ms,苍南新闻综合,https://stream1.freetv.fun/cang-nan-xin-wen-zong-he-3.m3u8
347.02ms,青海卫视,https://stream1.freetv.fun/qing-hai-wei-shi-10.m3u8
347.08ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-18.ctv
347.12ms,Sky News Arabia,https://stream.skynewsarabia.com/hls/sna.m3u8
347.13ms,粤语-LAK串烧,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8db8745e895c80103700199998b9637_258.mp4
347.15ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-12.m3u8
347.28ms,KidsFlix (1080p) [Not 24/7],https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=50
347.31ms,翡翠台,http://r.jdshipin.com/GeWKr
347.34ms,Rally TV (1080p),https://rally-tv-live.akamaized.net/hls/live/2117704/RallyTV-Pri/master.m3u8
347.35ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.ctv
347.38ms,上虞文化影院,https://stream1.freetv.fun/shang-yu-wen-hua-ying-yuan-4.ctv
347.40ms,石家庄新闻综合,https://stream1.freetv.fun/shi-jia-zhuang-xin-wen-zong-he-5.ctv
347.41ms,第一财经,https://stream1.freetv.fun/di-yi-cai-jing-13.m3u8
347.46ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-9.m3u8
347.47ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-33.ctv
347.48ms,CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4937&tk=b53028476470
347.55ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-39.m3u8
347.56ms,CCTV6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2695&tk=a0c4f6cfaba3
347.56ms,辽宁影视剧,https://stream1.freetv.fun/liao-zhu-ying-shi-ju-2.m3u8
347.57ms,Вести ФМ,https://player.smotrim.ru/iframe/stream/live_id/52035
347.58ms,民视第一,https://stream1.freetv.fun/min-shi-di-yi-2.ctv
347.61ms,Lighting Lives Blessing Nations TV South Asia (LLBN) (480p),https://brightstar-southasia-pull-secure.akamaized.net/brightstarsouthasia/stream.m3u8
347.61ms,SKWAD (1080p),https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=71
347.74ms,中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-4.m3u8
347.74ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-1.m3u8
347.77ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-4.ctv
347.78ms,福建电视剧,https://stream1.freetv.fun/fu-jian-dian-shi-ju-5.m3u8
347.79ms,Qwest TV (480p),https://qwest-jazz-plex.amagi.tv/480p-cc/index.m3u8
347.83ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-19.m3u8
347.88ms,河南卫视,https://iptv.catvod.com/live.php?id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86&line=5
347.91ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-9.ctv
347.91ms,Cosmote Sport 9 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=pSLKU1&tk=SLK5QjnsRiya
348.02ms,漳州新闻综合,https://stream1.freetv.fun/zhang-zhou-xin-wen-zong-he-2.m3u8
348.03ms,CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
348.06ms,鸟叔江南style,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cfqqvubc77u1shdk2990&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
348.06ms,白日烟火,https://alimov2.a.kwimgs.com/upic/2023/10/24/11/BMjAyMzEwMjQxMTMyMzJfMjk4Mjk3ODMxOF8xMTU2NjAxOTE5MjVfMl8z_b_B2690f44d73a94ef073ca12944e22b34d.mp4?tag=1-1706079571-unknown-0-gsezwim9oj-0b2c165154512fc9&clientCacheKey=3xk9jjnavt5rxis_b.mp4&di=75b3b1ea&bp=10000&tt=b&ss=vp
348.11ms,CCTV13,http://120.202.94.181:9446/tsfile/live/0013_1.m3u8?key=txiptv
348.15ms,西宁生活服务,https://stream1.freetv.fun/xi-zhu-sheng-huo-fu-wu-1.m3u8
348.25ms,南宁公共,https://stream1.freetv.fun/nan-zhu-gong-gong-5.m3u8
348.29ms,Newsy (1080p),https://547f72e6652371c3.mediapackage.us-east-1.amazonaws.com/out/v1/e3e6e29095844c4ba7d887f01e44a5ef/index.m3u8
348.31ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-6.m3u8
348.32ms,凤凰香港,https://stream1.freetv.fun/feng-huang-xiang-gang-9.ctv
348.38ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-10.m3u8
348.39ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-13.ctv
348.40ms,湖北公共,https://stream1.freetv.fun/hu-bei-gong-gong-5.ctv
348.43ms,上海都市,https://stream1.freetv.fun/ipv6-shang-hai-du-shi-4.m3u8
348.74ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-20.m3u8
348.75ms,东森超视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9639&tk=e640d0a1bf70
348.83ms,上虞新商都,https://stream1.freetv.fun/shang-yu-xin-shang-du-3.m3u8
348.93ms,黑龙江少儿,https://stream1.freetv.fun/hei-long-jiang-shao-er-2.m3u8
348.96ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-12.ctv
348.97ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-5.m3u8
348.99ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-26.m3u8
349.08ms,skysports,https://stream1.freetv.fun/skysports-14.ctv
349.08ms,金鹰卡通,https://stream1.freetv.fun/jin-ying-qia-tong-46.m3u8
349.09ms,Access Media Productions Community Channel (720p),https://dlttx48mxf9m3.cloudfront.net/vod_clients/amp/live/ch2/video.m3u8
349.11ms,星空卫视,https://stream1.freetv.fun/xing-kong-wei-shi-4.ctv
349.14ms,绍兴新闻综合,https://stream1.freetv.fun/shao-xing-xin-wen-zong-he-3.m3u8
349.16ms,东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-6.ctv
349.20ms,生活时尚,https://stream1.freetv.fun/sheng-huo-shi-shang-17.ctv
349.30ms,凤凰资讯,https://stream1.freetv.fun/feng-huang-zi-xun-7.ctv
349.33ms,Россия-Культура Ⓢ,https://player.smotrim.ru/iframe/stream/live_id/19201
349.40ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-25.m3u8
349.40ms,广东体育,https://stream1.freetv.fun/yan-dong-ti-yu-16.ctv
349.43ms,衢江新闻综合,https://stream1.freetv.fun/qu-jiang-xin-wen-zong-he-2.m3u8
349.46ms,CCTV5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5663&tk=b53028476470
349.46ms,TVN,https://stream1.freetv.fun/tvn-3.m3u8
349.60ms,东方影视,https://stream1.freetv.fun/dong-fang-ying-shi-12.m3u8
349.60ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-17.ctv
349.62ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-5.m3u8
349.64ms,海南新闻,https://stream1.freetv.fun/ipv6-hai-nan-xin-wen-6.m3u8
349.73ms,有线新闻,https://stream1.freetv.fun/you-xian-xin-wen-1.m3u8
349.76ms,衢江新闻综合,https://stream1.freetv.fun/qu-jiang-xin-wen-zong-he-1.m3u8
349.77ms,CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
349.81ms,黑龙江文体,https://stream1.freetv.fun/hei-long-jiang-wen-ti-9.m3u8
349.92ms,Gillette Public Access Television Channel 190,https://securestream11.champds.com/LIVE/GilletteWYLIVE/GilletteWYLIVE.m3u8
349.95ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-16.m3u8
350.28ms,Girlfriends,https://jmp2.uk/plu-66ba1e4446762a000855cd87.m3u8
350.30ms,Real Wild (1080p),https://lds-realwild-samsungau.amagi.tv/playlist.m3u8
350.35ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-11.ctv
350.37ms,SMArt台4Gtv,http://220.135.64.124:5050/li-litv-longturn19/index.m3u8?proxy=true
350.40ms,Pluto TV Drama,https://jmp2.uk/plu-5b4e92e4694c027be6ecece1.m3u8
350.52ms,寰宇新闻,https://stream1.freetv.fun/huan-yu-xin-wen-1.m3u8
350.56ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-8.m3u8
350.57ms,靖天戏剧4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv058/index.m3u8?proxy=true
350.63ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-16.m3u8
350.68ms,黑龙江文体,https://stream1.freetv.fun/hei-long-jiang-wen-ti-7.m3u8
350.69ms,苍南新闻综合,https://stream1.freetv.fun/cang-nan-xin-wen-zong-he-4.ctv
350.76ms,BX Culture (720p),https://reflect-stream-bronxnet.cablecast.tv/live-7/live/stream-3/live.m3u8
350.79ms,第一财经,https://stream1.freetv.fun/ipv6-di-yi-cai-jing-5.m3u8
350.83ms,ELEVEN体育1,https://stream1.freetv.fun/eltaai-er-da-ti-yu--1--wj-1.ctv
350.88ms,DangerTV (720p),https://dk0n7jh428tzj.cloudfront.net/v1/dangertv/samsungheadend_us/latest/main/hls/playlist.m3u8
350.91ms,靖天资讯,https://stream1.freetv.fun/jing-tian-zi-xun-2.ctv
350.92ms,民视新闻,https://stream1.freetv.fun/min-shi-xin-wen-7.m3u8
350.92ms,Traverse Area Community Media CommunityTV Channel 189 (Traverse City MI) (1080p) [Geo-blocked],https://reflect-tacm.cablecast.tv/live-3/live/live.m3u8
350.92ms,CCTV2,http://120.202.94.181:9446/tsfile/live/0002_1.m3u8?key=txiptv
350.93ms,哈尔滨新闻综合,https://stream1.freetv.fun/ha-er-bin-xin-wen-zong-he-4.m3u8
350.95ms,辽宁都市,https://stream1.freetv.fun/liao-zhu-du-shi-5.m3u8
350.96ms,Now 80s (360p),https://lightning-now80s-samsungnz.amagi.tv/playlist360p.m3u8
351.02ms,umbrella,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c75hnj3c77uboleql2vg&ratio=720p&line=0
351.02ms,重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8
351.05ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-2.m3u8
351.09ms,东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-2.m3u8
351.11ms,五星体育,https://stream1.freetv.fun/ipv6-wu-xing-ti-yu-6.m3u8
351.13ms,凤凰中文,https://stream1.freetv.fun/feng-huang-zhong-wen-10.m3u8
351.15ms,南宁新闻综合,https://stream1.freetv.fun/nan-zhu-xin-wen-zong-he-3.m3u8
351.25ms,RDS Social TV,https://stream.rdstv.radio/index.m3u8
351.26ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-30.m3u8
351.27ms,黑龙江新闻法治,https://stream1.freetv.fun/hei-long-jiang-xin-wen-fa-zhi-7.m3u8
351.29ms,石家庄娱乐,https://stream1.freetv.fun/shi-jia-zhuang-yu-le-6.ctv
351.31ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-18.ctv
351.35ms,安徽影视,https://stream1.freetv.fun/an-hui-ying-shi-14.m3u8
351.37ms,CCTV7,https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8
351.37ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-15.ctv
351.46ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-8.m3u8
351.47ms,漳州新闻综合,https://stream1.freetv.fun/zhang-zhou-xin-wen-zong-he-3.m3u8
351.54ms,KTTV-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg00488-foxdigital-fox11losangeleskttv-vizious/playlist.m3u8
351.57ms,湖州公共,https://stream1.freetv.fun/hu-zhou-gong-gong-9.m3u8
351.57ms,beIN SPORTS,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=EoBL4G&tk=SLK5QjnsRiya
351.58ms,济南新闻综合,https://stream1.freetv.fun/ji-nan-zong-he-2.m3u8
351.60ms,广东珠江,https://stream1.freetv.fun/yan-dong-zhu-jiang-29.ctv
351.63ms,客家电视4Gtv,http://220.135.64.124:5050/li-4gtv-4gtv043/index.m3u8?proxy=true
351.65ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-24.ctv
351.65ms,石家庄娱乐,https://stream1.freetv.fun/shi-jia-zhuang-yu-le-1.ctv
351.67ms,黑龙江影视,https://stream1.freetv.fun/hei-long-jiang-ying-shi-8.m3u8
351.70ms,广东民生,https://stream1.freetv.fun/yan-dong-min-sheng-28.ctv
351.70ms,生活时尚,https://stream1.freetv.fun/sheng-huo-shi-shang-9.ctv
351.72ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-8.ctv
351.75ms,Qwest TV (240p),https://qwest-jazz-plex.amagi.tv/240p-cc/index.m3u8
351.78ms,BIG Community Channel,https://reflect-brookline-interactive-group.cablecast.tv/live-4/live/stream-1/live.m3u8
